StartTime,overload_DE,overload_DK,overload_HU,overload_IT,overload_NL,overload_PO,overload_SE,overload_SP,overload
2022-04-04 13:00:00,-240002.0,-4494.0,-21007.0,-35074.0,-58059.0,-22454.0,-9611.0,-28144.0,3.0
2022-04-04 14:00:00,-239208.0,-4589.0,-21751.0,-34099.0,-58473.0,-22556.0,-9166.0,-27728.0,3.0
2022-04-04 15:00:00,-247962.0,-4410.0,-22219.0,-33401.0,-60232.0,-22394.0,-8963.0,-26734.0,3.0
2022-04-04 16:00:00,-251341.0,-4285.0,-23063.0,-33992.0,-58914.0,-22955.0,-8494.0,-26809.0,3.0
2022-04-04 17:00:00,-247885.0,-4219.0,-24132.0,-33806.0,-58370.0,-22960.0,-7699.0,-27141.0,3.0
2022-04-04 18:00:00,-239777.0,-4071.0,-23625.0,-32683.0,-56613.0,-21790.0,-7360.0,-27563.0,3.0
2022-04-04 19:00:00,-225620.0,-3772.0,-22054.0,-30016.0,-53487.0,-20473.0,-7688.0,-26224.0,3.0
2022-04-04 20:00:00,-211506.0,-3589.0,-21060.0,-26723.0,-49746.0,-19045.0,-7655.0,-24753.0,3.0
2022-04-04 21:00:00,-194225.0,-3359.0,-20322.0,-24767.0,-46608.0,-18042.0,-10181.0,-24031.0,3.0
2022-04-04 22:00:00,-181457.0,-3227.0,-19441.0,-23144.0,-43655.0,-17567.0,-10478.0,-22697.0,3.0
2022-04-04 23:00:00,-175521.0,-3291.0,-18641.0,-22050.0,-41677.0,-17280.0,-10504.0,-21749.0,3.0
2022-04-05 00:00:00,-173424.0,-3004.0,-18007.0,-21716.0,-40675.0,-17324.0,-10599.0,-21210.0,3.0
2022-04-05 01:00:00,-178208.0,-2985.0,-17867.0,-22204.0,-40179.0,-17707.0,-10648.0,-21245.0,3.0
2022-04-05 02:00:00,-188341.0,-3159.0,-18534.0,-24111.0,-40805.0,-18545.0,-10609.0,-21684.0,3.0
2022-04-05 03:00:00,-204083.0,-3638.0,-20272.0,-28496.0,-43168.0,-20622.0,-11038.0,-24317.0,3.0
2022-04-05 04:00:00,-226423.0,-4104.0,-22789.0,-31793.0,-48263.0,-22531.0,-11765.0,-26303.0,3.0
2022-04-05 05:00:00,-235245.0,-4232.0,-23253.0,-33883.0,-53994.0,-23289.0,-12106.0,-27451.0,3.0
2022-04-05 06:00:00,-237476.0,-4238.0,-22414.0,-36033.0,-56553.0,-23473.0,-12226.0,-28277.0,3.0
2022-04-05 07:00:00,-249262.0,-4258.0,-21768.0,-36549.0,-56573.0,-23378.0,-11658.0,-28571.0,3.0
2022-04-05 08:00:00,-255303.0,-4200.0,-21372.0,-36077.0,-55561.0,-23713.0,-11307.0,-28556.0,3.0
2022-04-05 09:00:00,-255613.0,-4051.0,-21462.0,-34094.0,-54079.0,-23538.0,-10749.0,-28420.0,3.0
2022-04-05 10:00:00,-257656.0,-4058.0,-21244.0,-33615.0,-51790.0,-23653.0,-10582.0,-27918.0,3.0
2022-04-05 11:00:00,-255951.0,-3928.0,-20836.0,-34433.0,-51375.0,-23163.0,-10647.0,-28047.0,3.0
2022-04-05 12:00:00,-250382.0,-3862.0,-20817.0,-34739.0,-51595.0,-23381.0,-11080.0,-28582.0,3.0
2022-04-05 13:00:00,-244469.0,-3897.0,-20987.0,-34497.0,-53088.0,-23026.0,-11265.0,-28597.0,3.0
2022-04-05 14:00:00,-233463.0,-4115.0,-21471.0,-33597.0,-54750.0,-22919.0,-11438.0,-28040.0,3.0
2022-04-05 15:00:00,-228366.0,-4008.0,-21975.0,-33209.0,-57515.0,-22459.0,-11411.0,-27116.0,3.0
2022-04-05 16:00:00,-225149.0,-3780.0,-22854.0,-33851.0,-56909.0,-22655.0,-11655.0,-26110.0,3.0
2022-04-05 17:00:00,-225786.0,-3666.0,-24018.0,-34163.0,-56857.0,-22710.0,-11832.0,-25988.0,3.0
2022-04-05 18:00:00,-226337.0,-3518.0,-23530.0,-32525.0,-56225.0,-21864.0,-11104.0,-26812.0,3.0
2022-04-05 19:00:00,-216539.0,-3334.0,-21982.0,-29620.0,-52997.0,-20531.0,-11115.0,-25016.0,3.0
2022-04-05 20:00:00,-202628.0,-3120.0,-21043.0,-26972.0,-49109.0,-19164.0,-10784.0,-23143.0,3.0
2022-04-05 21:00:00,-191761.0,-2966.0,-20314.0,-24689.0,-46038.0,-18045.0,-10615.0,-22172.0,3.0
2022-04-05 22:00:00,-176287.0,-2883.0,-19400.0,-23139.0,-43121.0,-17458.0,-10499.0,-21383.0,3.0
2022-04-05 23:00:00,-167692.0,-2906.0,-18423.0,-22082.0,-41481.0,-17187.0,-10237.0,-21576.0,3.0
2022-04-06 00:00:00,-161425.0,-2977.0,-17792.0,-22062.0,-40570.0,-17221.0,-10387.0,-21290.0,3.0
2022-04-06 01:00:00,-162558.0,-3054.0,-17663.0,-22484.0,-40071.0,-17651.0,-10496.0,-21196.0,3.0
2022-04-06 02:00:00,-169942.0,-3209.0,-18307.0,-24423.0,-40448.0,-18401.0,-11006.0,-20804.0,3.0
2022-04-06 03:00:00,-191452.0,-3718.0,-19926.0,-28384.0,-42636.0,-20348.0,-11927.0,-22101.0,3.0
2022-04-06 04:00:00,-213555.0,-4293.0,-22276.0,-31405.0,-47664.0,-22003.0,-12775.0,-23858.0,3.0
2022-04-06 05:00:00,-226871.0,-4456.0,-22589.0,-33902.0,-53071.0,-22598.0,-12622.0,-24555.0,3.0
2022-04-06 06:00:00,-243074.0,-4406.0,-21694.0,-35626.0,-56227.0,-23001.0,-12211.0,-26394.0,3.0
2022-04-06 07:00:00,-253448.0,-4219.0,-20464.0,-35789.0,-56582.0,-22951.0,-12180.0,-27969.0,3.0
2022-04-06 08:00:00,-260260.0,-4494.0,-19572.0,-35164.0,-55611.0,-23383.0,-12060.0,-29200.0,3.0
2022-04-06 09:00:00,-257153.0,-4470.0,-19240.0,-33681.0,-55138.0,-23390.0,-11472.0,-30192.0,3.0
2022-04-06 10:00:00,-252226.0,-4470.0,-19076.0,-33022.0,-54250.0,-23252.0,-10770.0,-29782.0,3.0
2022-04-06 11:00:00,-245767.0,-4352.0,-18660.0,-34193.0,-53963.0,-22986.0,-10027.0,-29342.0,3.0
2022-04-06 12:00:00,-241118.0,-4229.0,-18774.0,-34272.0,-54284.0,-22958.0,-10331.0,-28833.0,3.0
2022-04-06 13:00:00,-237088.0,-4288.0,-19282.0,-34381.0,-55036.0,-22341.0,-10299.0,-28021.0,3.0
2022-04-06 14:00:00,-235326.0,-4470.0,-19991.0,-33900.0,-56433.0,-22630.0,-10194.0,-27548.0,3.0
2022-04-06 15:00:00,-239636.0,-4416.0,-20707.0,-33916.0,-58429.0,-22157.0,-9650.0,-27071.0,3.0
2022-04-06 16:00:00,-235256.0,-4182.0,-21860.0,-33781.0,-57284.0,-22374.0,-9406.0,-26711.0,3.0
2022-04-06 17:00:00,-229344.0,-3821.0,-23294.0,-33528.0,-56965.0,-22781.0,-9449.0,-26969.0,3.0
2022-04-06 18:00:00,-226849.0,-3589.0,-23087.0,-33001.0,-55864.0,-21555.0,-9014.0,-28199.0,3.0
2022-04-06 19:00:00,-222544.0,-3479.0,-21646.0,-29817.0,-53258.0,-20171.0,-8340.0,-26116.0,3.0
2022-04-06 20:00:00,-206984.0,-3185.0,-20694.0,-26584.0,-49504.0,-18891.0,-7641.0,-25073.0,3.0
2022-04-06 21:00:00,-189968.0,-3424.0,-19943.0,-23994.0,-46445.0,-17789.0,-6774.0,-23064.0,3.0
2022-04-06 22:00:00,-175512.0,-3435.0,-18884.0,-22419.0,-43482.0,-17094.0,-6726.0,-21829.0,3.0
2022-04-06 23:00:00,-165933.0,-3273.0,-17905.0,-21070.0,-41672.0,-16879.0,-6650.0,-20871.0,3.0
2022-04-07 00:00:00,-163393.0,-3139.0,-17243.0,-20948.0,-40727.0,-16932.0,-6446.0,-20641.0,3.0
2022-04-07 01:00:00,-168292.0,-3129.0,-16996.0,-21288.0,-40391.0,-17220.0,-6636.0,-20670.0,3.0
2022-04-07 02:00:00,-179192.0,-3265.0,-17696.0,-23508.0,-40919.0,-17757.0,-7074.0,-21172.0,3.0
2022-04-07 03:00:00,-198876.0,-3779.0,-19353.0,-28131.0,-42900.0,-19729.0,-7916.0,-22953.0,3.0
2022-04-07 04:00:00,-223765.0,-4161.0,-21792.0,-31293.0,-47958.0,-21404.0,-8705.0,-25800.0,3.0
2022-04-07 05:00:00,-237403.0,-4474.0,-22802.0,-32539.0,-53639.0,-21602.0,-8869.0,-27349.0,3.0
2022-04-07 06:00:00,-247816.0,-4575.0,-22772.0,-34629.0,-57935.0,-21600.0,-8944.0,-27802.0,3.0
2022-04-07 07:00:00,-256820.0,-4697.0,-22547.0,-36064.0,-56687.0,-21144.0,-8775.0,-28635.0,3.0
2022-04-07 08:00:00,-262091.0,-4815.0,-22103.0,-35930.0,-50066.0,-21125.0,-8820.0,-28747.0,3.0
2022-04-07 09:00:00,-261298.0,-4906.0,-21461.0,-34140.0,-48294.0,-21565.0,-8884.0,-28611.0,3.0
2022-04-07 10:00:00,-259100.0,-4596.0,-20901.0,-33788.0,-46420.0,-21389.0,-9169.0,-28337.0,3.0
2022-04-07 11:00:00,-251529.0,-4476.0,-20187.0,-34764.0,-45255.0,-21288.0,-9217.0,-27770.0,3.0
2022-04-07 12:00:00,-251225.0,-4349.0,-20150.0,-34893.0,-46697.0,-21276.0,-9293.0,-27127.0,3.0
2022-04-07 13:00:00,-246370.0,-4364.0,-20261.0,-35007.0,-48923.0,-21179.0,-8910.0,-26784.0,3.0
2022-04-07 14:00:00,-243439.0,-4468.0,-20519.0,-33693.0,-52139.0,-21360.0,-9083.0,-26385.0,3.0
2022-04-07 15:00:00,-244848.0,-4374.0,-20759.0,-33357.0,-55367.0,-21063.0,-8767.0,-25421.0,3.0
2022-04-07 16:00:00,-241342.0,-4204.0,-21767.0,-33259.0,-55711.0,-21593.0,-8455.0,-24531.0,3.0
2022-04-07 17:00:00,-239963.0,-4081.0,-23137.0,-33740.0,-56679.0,-22008.0,-8659.0,-23724.0,3.0
2022-04-07 18:00:00,-236692.0,-3963.0,-22873.0,-32129.0,-56573.0,-21378.0,-8779.0,-25251.0,3.0
2022-04-07 19:00:00,-221834.0,-3770.0,-21457.0,-29977.0,-53729.0,-19944.0,-8359.0,-23825.0,3.0
2022-04-07 20:00:00,-205494.0,-3546.0,-20462.0,-26743.0,-50186.0,-18742.0,-8245.0,-22476.0,3.0
2022-04-07 21:00:00,-186559.0,-3485.0,-19620.0,-24474.0,-47184.0,-17572.0,-10104.0,-21728.0,3.0
2022-04-07 22:00:00,-172871.0,-3481.0,-18614.0,-22942.0,-44495.0,-17067.0,-10600.0,-20886.0,3.0
2022-04-07 23:00:00,-165646.0,-3524.0,-17639.0,-22073.0,-42621.0,-16819.0,-10832.0,-20644.0,3.0
2022-04-08 00:00:00,-164099.0,-3485.0,-16886.0,-21814.0,-41465.0,-16805.0,-11466.0,-20126.0,3.0
2022-04-08 01:00:00,-168687.0,-3424.0,-16750.0,-22108.0,-41160.0,-17142.0,-11912.0,-20118.0,3.0
2022-04-08 02:00:00,-181375.0,-3510.0,-17332.0,-23942.0,-41543.0,-17698.0,-11875.0,-20945.0,3.0
2022-04-08 03:00:00,-200725.0,-3975.0,-18906.0,-27394.0,-43754.0,-19678.0,-12088.0,-22958.0,3.0
2022-04-08 04:00:00,-227925.0,-4359.0,-21179.0,-30964.0,-48397.0,-21559.0,-13114.0,-24758.0,3.0
2022-04-08 05:00:00,-236555.0,-4576.0,-21902.0,-33775.0,-52241.0,-22076.0,-13569.0,-25675.0,3.0
2022-04-08 06:00:00,-243662.0,-4595.0,-21342.0,-34884.0,-52464.0,-22335.0,-13940.0,-26068.0,3.0
2022-04-08 07:00:00,-249071.0,-4697.0,-20632.0,-35090.0,-51121.0,-22544.0,-14180.0,-27196.0,3.0
2022-04-08 08:00:00,-250000.0,-4627.0,-20227.0,-34847.0,-48863.0,-22366.0,-14259.0,-27881.0,3.0
2022-04-08 09:00:00,-239732.0,-4421.0,-19916.0,-33956.0,-48798.0,-22751.0,-14381.0,-28303.0,3.0
2022-04-08 10:00:00,-241197.0,-4328.0,-19821.0,-32406.0,-48181.0,-22052.0,-14315.0,-28138.0,3.0
2022-04-08 11:00:00,-238571.0,-4180.0,-19748.0,-33026.0,-47830.0,-21635.0,-14028.0,-27793.0,3.0
2022-04-08 12:00:00,-230832.0,-4004.0,-19900.0,-33624.0,-46495.0,-21535.0,-13731.0,-26879.0,3.0
2022-04-08 13:00:00,-221070.0,-4035.0,-20169.0,-33402.0,-45973.0,-21749.0,-13772.0,-26285.0,3.0
2022-04-08 14:00:00,-224188.0,-4119.0,-20627.0,-32911.0,-47817.0,-22034.0,-13723.0,-25519.0,3.0
2022-04-08 15:00:00,-222966.0,-4009.0,-20896.0,-31897.0,-51803.0,-21558.0,-12354.0,-24838.0,3.0
2022-04-08 16:00:00,-217861.0,-3954.0,-21577.0,-32704.0,-53111.0,-22071.0,-12338.0,-24145.0,3.0
2022-04-08 17:00:00,-216325.0,-3453.0,-22477.0,-32172.0,-54380.0,-22228.0,-12120.0,-24151.0,3.0
2022-04-08 18:00:00,-211986.0,-3299.0,-22022.0,-31423.0,-55113.0,-20811.0,-11718.0,-24578.0,3.0
2022-04-08 19:00:00,-200283.0,-3291.0,-20766.0,-28913.0,-52628.0,-19457.0,-11901.0,-22939.0,3.0
2022-04-08 20:00:00,-189539.0,-3086.0,-19870.0,-26257.0,-49537.0,-18349.0,-11601.0,-22192.0,3.0
2022-04-08 21:00:00,-176671.0,-3071.0,-19169.0,-24160.0,-46827.0,-17554.0,-10727.0,-20414.0,3.0
2022-04-08 22:00:00,-168374.0,-2941.0,-18179.0,-22601.0,-43938.0,-16918.0,-10290.0,-20162.0,3.0
2022-04-08 23:00:00,-164287.0,-2906.0,-17084.0,-21660.0,-41955.0,-16298.0,-10135.0,-19151.0,3.0
2022-04-09 00:00:00,-160743.0,-2873.0,-16335.0,-21330.0,-40851.0,-16227.0,-9845.0,-19069.0,3.0
2022-04-09 01:00:00,-165182.0,-2880.0,-16101.0,-21260.0,-40267.0,-16264.0,-9328.0,-18668.0,3.0
2022-04-09 02:00:00,-166902.0,-3040.0,-16292.0,-21823.0,-40102.0,-16286.0,-9184.0,-18460.0,3.0
2022-04-09 03:00:00,-168073.0,-3069.0,-16549.0,-23111.0,-40417.0,-16883.0,-8861.0,-18261.0,3.0
2022-04-09 04:00:00,-173715.0,-3390.0,-17591.0,-24635.0,-42388.0,-18019.0,-8759.0,-18748.0,3.0
2022-04-09 05:00:00,-182353.0,-3545.0,-18935.0,-26181.0,-43475.0,-19272.0,-8956.0,-19408.0,3.0
2022-04-09 06:00:00,-198610.0,-3725.0,-20151.0,-27572.0,-43223.0,-20085.0,-9057.0,-20607.0,3.0
2022-04-09 07:00:00,-207569.0,-3839.0,-20846.0,-28006.0,-42561.0,-20195.0,-9953.0,-22977.0,3.0
2022-04-09 08:00:00,-210352.0,-3910.0,-21247.0,-27395.0,-40215.0,-20152.0,-11403.0,-24524.0,3.0
2022-04-09 09:00:00,-209172.0,-3957.0,-21574.0,-26341.0,-38853.0,-19941.0,-11543.0,-24197.0,3.0
2022-04-09 10:00:00,-198827.0,-3830.0,-21200.0,-25837.0,-37164.0,-19544.0,-11458.0,-24367.0,3.0
2022-04-09 11:00:00,-189218.0,-3749.0,-20279.0,-26163.0,-35824.0,-19088.0,-11403.0,-23905.0,3.0
2022-04-09 12:00:00,-181600.0,-3762.0,-19884.0,-25603.0,-34553.0,-18704.0,-11093.0,-22913.0,3.0
2022-04-09 13:00:00,-178113.0,-3644.0,-19769.0,-25185.0,-35306.0,-18520.0,-10129.0,-22199.0,3.0
2022-04-09 14:00:00,-181438.0,-3801.0,-19913.0,-25896.0,-39671.0,-18700.0,-9362.0,-21729.0,3.0
2022-04-09 15:00:00,-191521.0,-3998.0,-20008.0,-26092.0,-44840.0,-18945.0,-8624.0,-21380.0,3.0
2022-04-09 16:00:00,-193935.0,-3791.0,-20351.0,-27126.0,-47323.0,-19157.0,-8277.0,-19630.0,3.0
2022-04-09 17:00:00,-181767.0,-3682.0,-21042.0,-27307.0,-49426.0,-19344.0,-8369.0,-19166.0,3.0
2022-04-09 18:00:00,-178909.0,-3502.0,-20762.0,-25462.0,-50748.0,-18456.0,-8338.0,-20407.0,3.0
2022-04-09 19:00:00,-176885.0,-3263.0,-19706.0,-23925.0,-49239.0,-17589.0,-8205.0,-19186.0,3.0
2022-04-09 20:00:00,-173206.0,-3266.0,-18672.0,-22306.0,-47131.0,-16780.0,-8135.0,-18355.0,3.0
2022-04-09 21:00:00,-163147.0,-3240.0,-17545.0,-20258.0,-44384.0,-15764.0,-8620.0,-17696.0,3.0
2022-04-09 22:00:00,-155100.0,-3107.0,-16683.0,-19164.0,-42121.0,-15099.0,-8749.0,-16678.0,3.0
2022-04-09 23:00:00,-148110.0,-3080.0,-15940.0,-18320.0,-40861.0,-14825.0,-8613.0,-16179.0,3.0
2022-04-10 00:00:00,-143950.0,-3019.0,-15458.0,-17938.0,-39641.0,-14657.0,-8581.0,-16785.0,3.0
2022-04-10 01:00:00,-145339.0,-3034.0,-15328.0,-18007.0,-39110.0,-14615.0,-8552.0,-16808.0,3.0
2022-04-10 02:00:00,-149257.0,-3032.0,-15465.0,-18362.0,-39076.0,-14603.0,-8410.0,-16827.0,3.0
2022-04-10 03:00:00,-148769.0,-3011.0,-15678.0,-18935.0,-39507.0,-14605.0,-8362.0,-17305.0,3.0
2022-04-10 04:00:00,-146609.0,-3380.0,-16382.0,-19809.0,-40437.0,-15137.0,-8512.0,-17921.0,3.0
2022-04-10 05:00:00,-154544.0,-3532.0,-17050.0,-22417.0,-40050.0,-16026.0,-8536.0,-18151.0,3.0
2022-04-10 06:00:00,-167291.0,-3608.0,-17172.0,-24449.0,-38607.0,-16685.0,-9542.0,-20082.0,3.0
2022-04-10 07:00:00,-176405.0,-3743.0,-17202.0,-25196.0,-35955.0,-17596.0,-10218.0,-21341.0,3.0
2022-04-10 08:00:00,-180788.0,-3786.0,-16938.0,-25327.0,-33412.0,-17689.0,-10461.0,-22375.0,3.0
2022-04-10 09:00:00,-186205.0,-3774.0,-16813.0,-25212.0,-31514.0,-17697.0,-10636.0,-22428.0,3.0
2022-04-10 10:00:00,-181676.0,-3797.0,-16260.0,-23228.0,-29789.0,-17744.0,-10471.0,-22668.0,3.0
2022-04-10 11:00:00,-170716.0,-3725.0,-15813.0,-22445.0,-28120.0,-17035.0,-10463.0,-22497.0,3.0
2022-04-10 12:00:00,-164601.0,-3615.0,-15941.0,-21974.0,-27556.0,-17063.0,-10239.0,-21461.0,3.0
2022-04-10 13:00:00,-162770.0,-3640.0,-16478.0,-21872.0,-28869.0,-16993.0,-9799.0,-20518.0,3.0
2022-04-10 14:00:00,-168360.0,-3898.0,-17193.0,-22316.0,-32966.0,-17362.0,-9643.0,-20298.0,3.0
2022-04-10 15:00:00,-178636.0,-3940.0,-18068.0,-22154.0,-39457.0,-17836.0,-9219.0,-20149.0,3.0
2022-04-10 16:00:00,-183733.0,-3761.0,-19429.0,-23901.0,-43822.0,-18114.0,-9457.0,-20712.0,3.0
2022-04-10 17:00:00,-180989.0,-3563.0,-20988.0,-25454.0,-47827.0,-18419.0,-9783.0,-21284.0,3.0
2022-04-10 18:00:00,-180201.0,-3302.0,-21107.0,-25115.0,-49823.0,-18165.0,-9548.0,-22953.0,3.0
2022-04-10 19:00:00,-181685.0,-3096.0,-19869.0,-23871.0,-48791.0,-18013.0,-9594.0,-22648.0,3.0
2022-04-10 20:00:00,-180797.0,-2960.0,-18640.0,-21884.0,-46307.0,-16935.0,-9741.0,-21667.0,3.0
2022-04-10 21:00:00,-170854.0,-2818.0,-17531.0,-19818.0,-43487.0,-15991.0,-10494.0,-20413.0,3.0
2022-04-10 22:00:00,-161090.0,-2742.0,-16567.0,-18121.0,-41158.0,-15551.0,-10561.0,-19433.0,3.0
2022-04-10 23:00:00,-156666.0,-2700.0,-15976.0,-17441.0,-40014.0,-15409.0,-10492.0,-18716.0,3.0
2022-04-11 00:00:00,-157084.0,-2702.0,-15588.0,-17350.0,-39448.0,-15449.0,-10108.0,-18390.0,3.0
2022-04-11 01:00:00,-161473.0,-2780.0,-15751.0,-17870.0,-39401.0,-15865.0,-9480.0,-18162.0,3.0
2022-04-11 02:00:00,-168237.0,-2996.0,-16611.0,-20273.0,-40029.0,-16929.0,-9301.0,-18849.0,3.0
2022-04-11 03:00:00,-182529.0,-3352.0,-18618.0,-23831.0,-42626.0,-19625.0,-9806.0,-20804.0,3.0
2022-04-11 04:00:00,-201750.0,-3648.0,-21295.0,-26254.0,-47666.0,-21522.0,-10456.0,-23084.0,3.0
2022-04-11 05:00:00,-214619.0,-3791.0,-21374.0,-30988.0,-51730.0,-22248.0,-10119.0,-24246.0,3.0
2022-04-11 06:00:00,-229211.0,-3851.0,-20400.0,-35471.0,-50756.0,-22353.0,-9601.0,-25640.0,3.0
2022-04-11 07:00:00,-236797.0,-4016.0,-19436.0,-35696.0,-46026.0,-22271.0,-9055.0,-26511.0,3.0
2022-04-11 08:00:00,-237957.0,-3934.0,-18918.0,-34428.0,-40442.0,-22778.0,-8406.0,-26455.0,3.0
2022-04-11 09:00:00,-233604.0,-3917.0,-19344.0,-32189.0,-36448.0,-22796.0,-8263.0,-27307.0,3.0
2022-04-11 10:00:00,-227830.0,-3915.0,-19791.0,-31847.0,-33771.0,-22314.0,-8036.0,-27847.0,3.0
2022-04-11 11:00:00,-217406.0,-3829.0,-19660.0,-33770.0,-32916.0,-22030.0,-7922.0,-27555.0,3.0
2022-04-11 12:00:00,-210818.0,-3662.0,-19708.0,-33885.0,-33181.0,-22289.0,-8037.0,-26470.0,3.0
2022-04-11 13:00:00,-208676.0,-3626.0,-19879.0,-34128.0,-35414.0,-22006.0,-7903.0,-25971.0,3.0
2022-04-11 14:00:00,-209639.0,-3722.0,-20023.0,-32857.0,-40130.0,-22296.0,-8404.0,-25422.0,3.0
2022-04-11 15:00:00,-208643.0,-3690.0,-20586.0,-31362.0,-46472.0,-22232.0,-8560.0,-24261.0,3.0
2022-04-11 16:00:00,-201094.0,-3555.0,-21779.0,-31404.0,-49076.0,-22113.0,-9217.0,-24146.0,3.0
2022-04-11 17:00:00,-199404.0,-3402.0,-23311.0,-32417.0,-51975.0,-22652.0,-9581.0,-23823.0,3.0
2022-04-11 18:00:00,-196827.0,-3358.0,-23307.0,-31114.0,-53474.0,-21450.0,-9374.0,-24089.0,3.0
2022-04-11 19:00:00,-196422.0,-3202.0,-21800.0,-29526.0,-51444.0,-20294.0,-8854.0,-23555.0,3.0
2022-04-11 20:00:00,-187640.0,-3023.0,-20783.0,-26627.0,-48015.0,-19266.0,-8353.0,-22033.0,3.0
2022-04-11 21:00:00,-177842.0,-3015.0,-20115.0,-24262.0,-44798.0,-18385.0,-8596.0,-21909.0,3.0
2022-04-11 22:00:00,-162195.0,-2996.0,-19168.0,-22227.0,-42352.0,-17768.0,-8456.0,-20427.0,3.0
2022-04-11 23:00:00,-156533.0,-2907.0,-18261.0,-21034.0,-40638.0,-17370.0,-8666.0,-19657.0,3.0
2022-04-12 00:00:00,-153368.0,-2929.0,-17571.0,-20938.0,-39882.0,-17551.0,-8679.0,-19377.0,3.0
2022-04-12 01:00:00,-156095.0,-3037.0,-17516.0,-22144.0,-39418.0,-17889.0,-8372.0,-19162.0,3.0
2022-04-12 02:00:00,-167015.0,-3273.0,-18249.0,-23709.0,-39749.0,-18477.0,-8233.0,-19376.0,3.0
2022-04-12 03:00:00,-181686.0,-3692.0,-19766.0,-26812.0,-41842.0,-20367.0,-9184.0,-21283.0,3.0
2022-04-12 04:00:00,-194442.0,-3873.0,-22116.0,-31322.0,-46282.0,-21795.0,-10207.0,-22349.0,3.0
2022-04-12 05:00:00,-211204.0,-4027.0,-21972.0,-34642.0,-49982.0,-22450.0,-9620.0,-23515.0,3.0
2022-04-12 06:00:00,-226671.0,-4182.0,-20769.0,-36543.0,-48949.0,-21962.0,-8428.0,-24635.0,3.0
2022-04-12 07:00:00,-233934.0,-4162.0,-19522.0,-36954.0,-44779.0,-21567.0,-7435.0,-26349.0,3.0
2022-04-12 08:00:00,-231667.0,-4151.0,-18629.0,-36861.0,-39954.0,-21863.0,-7049.0,-26661.0,3.0
2022-04-12 09:00:00,-229823.0,-4214.0,-18349.0,-34526.0,-36585.0,-21736.0,-6653.0,-27455.0,3.0
2022-04-12 10:00:00,-222193.0,-4254.0,-18175.0,-34320.0,-36229.0,-21416.0,-6356.0,-27560.0,3.0
2022-04-12 11:00:00,-215404.0,-3922.0,-17843.0,-35196.0,-37135.0,-21023.0,-6375.0,-27255.0,3.0
2022-04-12 12:00:00,-212990.0,-3756.0,-18111.0,-34918.0,-36485.0,-21128.0,-6171.0,-26503.0,3.0
2022-04-12 13:00:00,-209519.0,-3745.0,-18668.0,-34223.0,-37758.0,-21258.0,-6224.0,-25896.0,3.0
2022-04-12 14:00:00,-210338.0,-4187.0,-19480.0,-32892.0,-42101.0,-21702.0,-6229.0,-25579.0,3.0
2022-04-12 15:00:00,-212761.0,-4343.0,-20206.0,-32291.0,-49128.0,-21810.0,-6387.0,-24562.0,3.0
2022-04-12 16:00:00,-205568.0,-4192.0,-21505.0,-32642.0,-51086.0,-21962.0,-6626.0,-23510.0,3.0
2022-04-12 17:00:00,-203521.0,-4002.0,-23045.0,-32825.0,-52325.0,-22637.0,-6790.0,-22346.0,3.0
2022-04-12 18:00:00,-210982.0,-3780.0,-23076.0,-32301.0,-53213.0,-21793.0,-6440.0,-23257.0,3.0
2022-04-12 19:00:00,-205346.0,-3440.0,-21546.0,-29488.0,-51168.0,-20336.0,-5875.0,-21453.0,3.0
2022-04-12 20:00:00,-194443.0,-3231.0,-20671.0,-26786.0,-48214.0,-19055.0,-5535.0,-21129.0,3.0
2022-04-12 21:00:00,-176823.0,-3119.0,-19938.0,-24328.0,-45029.0,-18054.0,-6513.0,-20787.0,3.0
2022-04-12 22:00:00,-163981.0,-3035.0,-18911.0,-22975.0,-42369.0,-17358.0,-6416.0,-19773.0,3.0
2022-04-12 23:00:00,-153256.0,-2946.0,-17939.0,-21424.0,-40650.0,-17082.0,-6352.0,-18820.0,3.0
2022-04-13 00:00:00,-150487.0,-3020.0,-17219.0,-21205.0,-39797.0,-17093.0,-6069.0,-18275.0,3.0
2022-04-13 01:00:00,-154160.0,-3079.0,-17147.0,-21589.0,-39683.0,-17505.0,-5988.0,-18476.0,3.0
2022-04-13 02:00:00,-165981.0,-3273.0,-17829.0,-24032.0,-40239.0,-18084.0,-5888.0,-18760.0,3.0
2022-04-13 03:00:00,-178933.0,-3663.0,-19324.0,-27340.0,-41779.0,-20089.0,-6585.0,-19398.0,3.0
2022-04-13 04:00:00,-194607.0,-4070.0,-21467.0,-29665.0,-45926.0,-21722.0,-7605.0,-20632.0,3.0
2022-04-13 05:00:00,-204660.0,-4078.0,-21343.0,-32249.0,-49559.0,-21857.0,-7984.0,-22584.0,3.0
2022-04-13 06:00:00,-218568.0,-4026.0,-20183.0,-36190.0,-49822.0,-21663.0,-7958.0,-23762.0,3.0
2022-04-13 07:00:00,-229000.0,-4095.0,-19083.0,-36296.0,-48152.0,-21249.0,-7938.0,-25758.0,3.0
2022-04-13 08:00:00,-232267.0,-3995.0,-18282.0,-35723.0,-45715.0,-21358.0,-7583.0,-26745.0,3.0
2022-04-13 09:00:00,-231562.0,-3778.0,-17893.0,-34232.0,-45758.0,-21445.0,-7262.0,-27001.0,3.0
2022-04-13 10:00:00,-223207.0,-3995.0,-17755.0,-33234.0,-47203.0,-21220.0,-7402.0,-27223.0,3.0
